Batch Size,Filter Size,Filters count 1,Filters count 2,Filters count 3,Epochs,Learning Rate,Weight Decay,Pooling Size,Number of FC,Loss Function,Optimizer,Train Accuracy,Test Max Accuracy,Test Accuracy,Parameters,Comment,Net Name
8,5,29,19,,10,0.0054,0,2,2,CrossEntropyLoss,SGD,1.008188284,,61.33,84132,D29 filters,nets/cifar_net_8_5_10_0.005400000000000006_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.0053,0,2,2,CrossEntropyLoss,SGD,1.004763112,,63.4,84132,D29 filters,nets/cifar_net_8_5_10_0.005300000000000006_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.0052,0,2,2,CrossEntropyLoss,SGD,0.943652267,,62.9,84132,D29 filters,nets/cifar_net_8_5_10_0.005200000000000006_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.0051,0,2,2,CrossEntropyLoss,SGD,1.014818063,,60.89,84132,D29 filters,nets/cifar_net_8_5_10_0.005100000000000006_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.005,0,2,2,CrossEntropyLoss,SGD,0.943423573,,62.69,84132,D29 filters,nets/cifar_net_8_5_10_0.005000000000000005_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.0049,0,2,2,CrossEntropyLoss,SGD,0.953743166,,63.58,84132,D29 filters,nets/cifar_net_8_5_10_0.004900000000000005_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.0048,0,2,2,CrossEntropyLoss,SGD,0.941098807,,64.27,84132,D29 filters,nets/cifar_net_8_5_10_0.004800000000000005_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.0047,0,2,2,CrossEntropyLoss,SGD,0.936716429,,59.57,84132,D29 filters,nets/cifar_net_8_5_10_0.0047000000000000045_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.0046,0,2,2,CrossEntropyLoss,SGD,0.915937588,,63.37,84132,D29 filters,nets/cifar_net_8_5_10_0.004600000000000004_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.0045,0,2,2,CrossEntropyLoss,SGD,0.932048133,,63.19,84132,D29 filters,nets/cifar_net_8_5_10_0.004500000000000004_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.0044,0,2,2,CrossEntropyLoss,SGD,0.914676281,,62.31,84132,D29 filters,nets/cifar_net_8_5_10_0.004400000000000004_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.0043,0,2,2,CrossEntropyLoss,SGD,0.877751512,,64.2,84132,D29 filters,nets/cifar_net_8_5_10_0.0043000000000000035_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.0042,0,2,2,CrossEntropyLoss,SGD,0.858324995,,66.73,84132,D29 filters,nets/cifar_net_8_5_10_0.004200000000000003_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.0041,0,2,2,CrossEntropyLoss,SGD,0.85397888,,65.55,84132,D29 filters,nets/cifar_net_8_5_10_0.004100000000000003_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.004,0,2,2,CrossEntropyLoss,SGD,0.845044216,,64.93,84132,D29 filters,nets/cifar_net_8_5_10_0.004000000000000003_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.0039,0,2,2,CrossEntropyLoss,SGD,0.825751527,,65.55,84132,D29 filters,nets/cifar_net_8_5_10_0.003900000000000003_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.0038,0,2,2,CrossEntropyLoss,SGD,0.814868168,,64.45,84132,D29 filters,nets/cifar_net_8_5_10_0.003800000000000003_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.0037,0,2,2,CrossEntropyLoss,SGD,0.812624048,,65.13,84132,D29 filters,nets/cifar_net_8_5_10_0.003700000000000003_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.0036,0,2,2,CrossEntropyLoss,SGD,0.79832432,,61.94,84132,D29 filters,nets/cifar_net_8_5_10_0.0036000000000000034_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.0035,0,2,2,CrossEntropyLoss,SGD,0.805258765,,64.46,84132,D29 filters,nets/cifar_net_8_5_10_0.0035000000000000035_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.0034,0,2,2,CrossEntropyLoss,SGD,0.790965369,,65.39,84132,D29 filters,nets/cifar_net_8_5_10_0.0034000000000000037_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.002,0,2,2,CrossEntropyLoss,SGD,0.659045007,,68.02,84132,D29 filters,nets/cifar_net_8_5_10_0.002_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.0019,0,2,2,CrossEntropyLoss,SGD,0.661091652,,69.24,84132,D29 filters,nets/cifar_net_8_5_10_0.0019_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.0018,0,2,2,CrossEntropyLoss,SGD,0.673090771,,69.24,84132,D29 filters,nets/cifar_net_8_5_10_0.0018_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.0017,0,2,2,CrossEntropyLoss,SGD,0.647642406,,67.22,84132,D29 filters,nets/cifar_net_8_5_10_0.0017_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.0016,0,2,2,CrossEntropyLoss,SGD,0.65770903,,69.35,84132,D29 filters,nets/cifar_net_8_5_10_0.0015999999999999999_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.0015,0,2,2,CrossEntropyLoss,SGD,0.658743304,,69,84132,D29 filters,nets/cifar_net_8_5_10_0.0014999999999999998_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.0014,0,2,2,CrossEntropyLoss,SGD,0.656252137,,68.68,84132,D29 filters,nets/cifar_net_8_5_10_0.0013999999999999998_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.0013,0,2,2,CrossEntropyLoss,SGD,0.659559088,,69.24,84132,D29 filters,nets/cifar_net_8_5_10_0.0012999999999999997_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.0012,0,2,2,CrossEntropyLoss,SGD,0.645950741,,68.54,84132,D29 filters,nets/cifar_net_8_5_10_0.0011999999999999997_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.0011,0,2,2,CrossEntropyLoss,SGD,0.662061331,,70.01,84132,D29 filters,nets/cifar_net_8_5_10_0.0010999999999999996_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.001,0,2,2,CrossEntropyLoss,SGD,0.660372675,,69.37,84132,D29 filters,nets/cifar_net_8_5_10_0.0009999999999999996_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.0009,0,2,2,CrossEntropyLoss,SGD,0.685007282,,69.85,84132,D29 filters,nets/cifar_net_8_5_10_0.0008999999999999995_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.0008,0,2,2,CrossEntropyLoss,SGD,0.691686062,,70.52,84132,D29 filters,nets/cifar_net_8_5_10_0.0007999999999999995_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.0007,0,2,2,CrossEntropyLoss,SGD,0.710884158,,69.93,84132,D29 filters,nets/cifar_net_8_5_10_0.0006999999999999995_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.0006,0,2,2,CrossEntropyLoss,SGD,0.741168278,,69.2,84132,D29 filters,nets/cifar_net_8_5_10_0.0005999999999999994_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.0005,0,2,2,CrossEntropyLoss,SGD,0.74916851,,69.48,84132,D29 filters,nets/cifar_net_8_5_10_0.0004999999999999994_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.0004,0,2,2,CrossEntropyLoss,SGD,0.838556576,,67.25,84132,D29 filters,nets/cifar_net_8_5_10_0.00039999999999999937_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.0003,0,2,2,CrossEntropyLoss,SGD,0.893003526,,66.16,84132,D29 filters,nets/cifar_net_8_5_10_0.0002999999999999994_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,29,19,,10,0.0002,0,2,2,CrossEntropyLoss,SGD,0.990779107,,64.12,84132,D29 filters,nets/cifar_net_8_5_10_0.00019999999999999939_2_2_SGD_29_19_D29 filters_0_CrossEntropyLoss.pth
8,5,48,48,48,30,0.001,0,2,2,CrossEntropyLoss,Adam,0.158282936,74.79,73.18,121162,48 filters,nets/cifar_net_8_5_30_0.001_2_2_Adam_ReduceLROnPlateau_48_48_48_48 filters_0_CrossEntropyLoss.pth
8,5,48,48,48,30,0.001,0,2,2,CrossEntropyLoss,Adam,0.5830531301219016,74.41,74.09,121162,48 filters,nets/cifar_net_8_5_30_0.001_2_2_Adam_ReduceLROnPlateau_48_48_48_48 filters_0_CrossEntropyLoss.pth
8,5,128,64,64,30,0.001,0,2,2,CrossEntropyLoss,Adam,0.5383019235301763,75.53,74.8,320138,48 filters,nets/cifar_net_8_5_30_0.001_2_2_Adam_ReduceLROnPlateau_128_64_64_48 filters_0_CrossEntropyLoss.pth
8,0.05,3,32,64,128,256,30,0.001,0,2,2,CrossEntropyLoss,Adam,0.4531290965648368,81.57,81.36,399626,3X3 filter,nets/cifar_net_8_3_30_0.001_2_2_Adam_MultiStepLR_32_64_128_3X3 filter_0_CrossEntropyLoss.pth
8,0.05,3,32,64,32,32,60,0.001,0,2,1,CrossEntropyLoss,AdamW,0.4495534840659238,82.58,82.49,48714,3X3 filter,nets/cifar10_net_8_3_60_0.001_2_1_AdamW_ReduceLROnPlateau_32_64_32_3X3 filter_0_CrossEntropyLoss.pth
